rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate
775.2,2022,1,2022H1,5,Wexford,Leinster,Ferns,"Ferns, Wexford",All property types,All bedrooms,,False,False,False
986.59,2022,1,2022H1,5,Wexford,Leinster,Gorey,"Gorey, Wexford",All property types,All bedrooms,,False,False,False
915.48,2022,1,2022H1,5,Wexford,Leinster,Mulgannon,"Mulgannon, Wexford",All property types,All bedrooms,,False,False,False
784.67,2022,1,2022H1,5,Wexford,Leinster,New Ross,"New Ross, Wexford",All property types,All bedrooms,,False,False,False
890.66,2022,1,2022H1,5,Wexford,Leinster,Rosslare,"Rosslare, Wexford",All property types,All bedrooms,,False,False,False
1396.1,2022,1,2022H1,5,Wicklow,Leinster,Wicklow,Wicklow,All property types,All bedrooms,,False,False,True
1238.7,2022,1,2022H1,5,Wicklow,Leinster,Wicklow Town,Wicklow Town,All property types,All bedrooms,,False,False,False
1115.65,2022,1,2022H1,5,Wicklow,Leinster,Arklow,"Arklow, Wicklow",All property types,All bedrooms,,False,False,False
1006.12,2022,1,2022H1,5,Wicklow,Leinster,Baltinglass,"Baltinglass, Wicklow",All property types,All bedrooms,,False,False,False
1397.19,2022,1,2022H1,5,Wicklow,Leinster,Blessington,"Blessington, Wicklow",All property types,All bedrooms,,False,False,False
1401.14,2022,1,2022H1,5,Wicklow,Leinster,Bray,"Bray, Wicklow",All property types,All bedrooms,,False,False,False
1734.42,2022,1,2022H1,5,Wicklow,Leinster,Delgany,"Delgany, Wicklow",All property types,All bedrooms,,False,False,False
1945.24,2022,1,2022H1,5,Wicklow,Leinster,Greystones,"Greystones, Wicklow",All property types,All bedrooms,,False,False,False
1109.26,2022,1,2022H1,5,Wicklow,Leinster,Rathnew,"Rathnew, Wicklow",All property types,All bedrooms,,False,False,False
1029.28,2022,1,2022H1,5,Carlow,Leinster,Carlow,Carlow,Detached house,All bedrooms,,False,False,True
1156.88,2022,1,2022H1,5,Carlow,Leinster,Carlow Town,Carlow Town,Detached house,All bedrooms,,False,False,False
796.47,2022,1,2022H1,5,Cavan,Ulster,Cavan,Cavan,Detached house,All bedrooms,,False,False,True
847.53,2022,1,2022H1,5,Cavan,Ulster,Cavan Town,Cavan Town,Detached house,All bedrooms,,False,False,False
877.08,2022,1,2022H1,5,Clare,Munster,Clare,Clare,Detached house,All bedrooms,,False,False,True
1080.8,2022,1,2022H1,5,Clare,Munster,Ennis,"Ennis, Clare",Detached house,All bedrooms,,False,False,False
1191.56,2022,1,2022H1,5,Cork,Munster,Cork,Cork,Detached house,All bedrooms,,False,False,True
1572.69,2022,1,2022H1,5,Cork,Munster,Cork City,Cork City,Detached house,All bedrooms,,False,True,False
1055.0,2022,1,2022H1,5,Cork,Munster,Bandon,"Bandon, Cork",Detached house,All bedrooms,,False,False,False
790.0,2022,1,2022H1,5,Cork,Munster,Bantry,"Bantry, Cork",Detached house,All bedrooms,,False,False,False
1435.41,2022,1,2022H1,5,Cork,Munster,Blarney,"Blarney, Cork",Detached house,All bedrooms,,False,False,False
1356.9,2022,1,2022H1,5,Cork,Munster,Carrigaline,"Carrigaline, Cork",Detached house,All bedrooms,,False,False,False
1041.18,2022,1,2022H1,5,Cork,Munster,Clonakilty,"Clonakilty, Cork",Detached house,All bedrooms,,False,False,False
1095.41,2022,1,2022H1,5,Cork,Munster,Fermoy,"Fermoy, Cork",Detached house,All bedrooms,,False,False,False
930.99,2022,1,2022H1,5,Cork,Munster,Macroom,"Macroom, Cork",Detached house,All bedrooms,,False,False,False
982.52,2022,1,2022H1,5,Cork,Munster,Mallow,"Mallow, Cork",Detached house,All bedrooms,,False,False,False
1358.65,2022,1,2022H1,5,Cork,Munster,Midleton,"Midleton, Cork",Detached house,All bedrooms,,False,False,False
931.43,2022,1,2022H1,5,Cork,Munster,Skibbereen,"Skibbereen, Cork",Detached house,All bedrooms,,False,False,False
698.73,2022,1,2022H1,5,Donegal,Ulster,Donegal,Donegal,Detached house,All bedrooms,,False,False,True
732.05,2022,1,2022H1,5,Donegal,Ulster,Buncrana,"Buncrana, Donegal",Detached house,All bedrooms,,False,False,False
874.06,2022,1,2022H1,5,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Detached house,All bedrooms,,False,False,False
2563.56,2022,1,2022H1,5,Dublin,Leinster,Dublin,Dublin,Detached house,All bedrooms,,True,True,True
3212.18,2022,1,2022H1,5,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Detached house,All bedrooms,,True,True,False
3325.08,2022,1,2022H1,5,Dublin,Leinster,Malahide,"Malahide, Dublin",Detached house,All bedrooms,,True,True,False
1710.03,2022,1,2022H1,5,Dublin,Leinster,Swords,"Swords, Dublin",Detached house,All bedrooms,,True,True,False
2737.37,2022,1,2022H1,5,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Detached house,All bedrooms,,True,True,False
3389.88,2022,1,2022H1,5,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Detached house,All bedrooms,,True,True,False
3311.75,2022,1,2022H1,5,Dublin,Leinster,Foxrock,"Foxrock, Dublin 18",Detached house,All bedrooms,,True,True,False
1183.2,2022,1,2022H1,5,Galway,Connacht,Galway,Galway,Detached house,All bedrooms,,False,False,True
1675.53,2022,1,2022H1,5,Galway,Connacht,Galway City,Galway City,Detached house,All bedrooms,,False,True,False
1002.72,2022,1,2022H1,5,Galway,Connacht,Athenry,"Athenry, Galway",Detached house,All bedrooms,,False,False,False
882.69,2022,1,2022H1,5,Galway,Connacht,Ballinasloe,"Ballinasloe, Galway",Detached house,All bedrooms,,False,False,False
1201.2,2022,1,2022H1,5,Clare,Munster,Claregalway,"Claregalway, Galway",Detached house,All bedrooms,,False,False,False
980.57,2022,1,2022H1,5,Galway,Connacht,Loughrea,"Loughrea, Galway",Detached house,All bedrooms,,False,False,False
1310.81,2022,1,2022H1,5,Galway,Connacht,Moycullen,"Moycullen, Galway",Detached house,All bedrooms,,False,False,False
1000.48,2022,1,2022H1,5,Galway,Connacht,Tuam,"Tuam, Galway",Detached house,All bedrooms,,False,False,False
887.93,2022,1,2022H1,5,Kerry,Munster,Kerry,Kerry,Detached house,All bedrooms,,False,False,True
1110.13,2022,1,2022H1,5,Kerry,Munster,Killarney,"Killarney, Kerry",Detached house,All bedrooms,,False,False,False
881.82,2022,1,2022H1,5,Kerry,Munster,Killorglin,"Killorglin, Kerry",Detached house,All bedrooms,,False,False,False
746.71,2022,1,2022H1,5,Kerry,Munster,Listowel,"Listowel, Kerry",Detached house,All bedrooms,,False,False,False
875.12,2022,1,2022H1,5,Kerry,Munster,Tralee,"Tralee, Kerry",Detached house,All bedrooms,,False,False,False
1527.08,2022,1,2022H1,5,Kildare,Leinster,Kildare,Kildare,Detached house,All bedrooms,,False,False,True
1925.57,2022,1,2022H1,5,Kildare,Leinster,Maynooth,"Maynooth, Kildare",Detached house,All bedrooms,,False,False,False
1597.76,2022,1,2022H1,5,Kildare,Leinster,Naas,"Naas, Kildare",Detached house,All bedrooms,,False,False,False
1564.4,2022,1,2022H1,5,Kildare,Leinster,Newbridge,"Newbridge, Kildare",Detached house,All bedrooms,,False,False,False
952.99,2022,1,2022H1,5,Kilkenny,Leinster,Kilkenny,Kilkenny,Detached house,All bedrooms,,False,False,True
973.23,2022,1,2022H1,5,Laois,Leinster,Laois,Laois,Detached house,All bedrooms,,False,False,True
1053.35,2022,1,2022H1,5,Laois,Leinster,Portlaoise,"Portlaoise, Laois",Detached house,All bedrooms,,False,False,False
658.85,2022,1,2022H1,5,Leitrim,Connacht,Leitrim,Leitrim,Detached house,All bedrooms,,False,False,True
1106.1,2022,1,2022H1,5,Limerick,Munster,Limerick,Limerick,Detached house,All bedrooms,,False,False,True
1392.66,2022,1,2022H1,5,Limerick,Munster,Limerick City,Limerick City,Detached house,All bedrooms,,False,True,False
1509.09,2022,1,2022H1,5,Limerick,Munster,Castletroy,"Castletroy, Limerick",Detached house,All bedrooms,,False,False,False
801.02,2022,1,2022H1,5,Limerick,Munster,Kilmallock,"Kilmallock, Limerick",Detached house,All bedrooms,,False,False,False
785.56,2022,1,2022H1,5,Longford,Leinster,Longford,Longford,Detached house,All bedrooms,,False,False,True
863.63,2022,1,2022H1,5,Longford,Leinster,Longford Town,Longford Town,Detached house,All bedrooms,,False,False,False
1283.13,2022,1,2022H1,5,Louth,Leinster,Louth,Louth,Detached house,All bedrooms,,False,False,True
1351.11,2022,1,2022H1,5,Louth,Leinster,Drogheda,"Drogheda, Louth",Detached house,All bedrooms,,False,False,False
1198.12,2022,1,2022H1,5,Louth,Leinster,Dundalk,"Dundalk, Louth",Detached house,All bedrooms,,False,False,False
800.47,2022,1,2022H1,5,Mayo,Connacht,Mayo,Mayo,Detached house,All bedrooms,,False,False,True
741.21,2022,1,2022H1,5,Mayo,Connacht,Ballina,"Ballina, Mayo",Detached house,All bedrooms,,False,False,False
887.32,2022,1,2022H1,5,Mayo,Connacht,Castlebar,"Castlebar, Mayo",Detached house,All bedrooms,,False,False,False
724.45,2022,1,2022H1,5,Clare,Munster,Claremorris,"Claremorris, Mayo",Detached house,All bedrooms,,False,False,False
1025.33,2022,1,2022H1,5,Mayo,Connacht,Westport,"Westport, Mayo",Detached house,All bedrooms,,False,False,False
1332.91,2022,1,2022H1,5,Meath,Leinster,Meath,Meath,Detached house,All bedrooms,,False,False,True
1101.41,2022,1,2022H1,5,Meath,Leinster,Kells,"Kells, Meath",Detached house,All bedrooms,,False,False,False
1328.68,2022,1,2022H1,5,Meath,Leinster,Navan,"Navan, Meath",Detached house,All bedrooms,,False,False,False
762.29,2022,1,2022H1,5,Monaghan,Ulster,Monaghan,Monaghan,Detached house,All bedrooms,,False,False,True
898.25,2022,1,2022H1,5,Offaly,Leinster,Offaly,Offaly,Detached house,All bedrooms,,False,False,True
761.62,2022,1,2022H1,5,Offaly,Leinster,Birr,"Birr, Offaly",Detached house,All bedrooms,,False,False,False
953.49,2022,1,2022H1,5,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Detached house,All bedrooms,,False,False,False
778.73,2022,1,2022H1,5,Roscommon,Connacht,Roscommon,Roscommon,Detached house,All bedrooms,,False,False,True
917.27,2022,1,2022H1,5,Roscommon,Connacht,Roscommon Town,Roscommon Town,Detached house,All bedrooms,,False,False,False
774.9,2022,1,2022H1,5,Roscommon,Connacht,Boyle,"Boyle, Roscommon",Detached house,All bedrooms,,False,False,False
668.76,2022,1,2022H1,5,Roscommon,Connacht,Castlerea,"Castlerea, Roscommon",Detached house,All bedrooms,,False,False,False
847.72,2022,1,2022H1,5,Sligo,Connacht,Sligo,Sligo,Detached house,All bedrooms,,False,False,True
1088.59,2022,1,2022H1,5,Sligo,Connacht,Sligo Town,Sligo Town,Detached house,All bedrooms,,False,False,False
825.53,2022,1,2022H1,5,Tipperary,Munster,Tipperary,Tipperary,Detached house,All bedrooms,,False,False,True
823.59,2022,1,2022H1,5,Tipperary,Munster,Cahir,"Cahir, Tipperary",Detached house,All bedrooms,,False,False,False
830.56,2022,1,2022H1,5,Tipperary,Munster,Cashel,"Cashel, Tipperary",Detached house,All bedrooms,,False,False,False
912.18,2022,1,2022H1,5,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",Detached house,All bedrooms,,False,False,False
841.98,2022,1,2022H1,5,Tipperary,Munster,Nenagh,"Nenagh, Tipperary",Detached house,All bedrooms,,False,False,False
794.19,2022,1,2022H1,5,Tipperary,Munster,Thurles,"Thurles, Tipperary",Detached house,All bedrooms,,False,False,False
948.57,2022,1,2022H1,5,Waterford,Munster,Waterford,Waterford,Detached house,All bedrooms,,False,False,True
1015.97,2022,1,2022H1,5,Waterford,Munster,Waterford City,Waterford City,Detached house,All bedrooms,,False,True,False
995.73,2022,1,2022H1,5,Waterford,Munster,Dungarvan,"Dungarvan, Waterford",Detached house,All bedrooms,,False,False,False
992.71,2022,1,2022H1,5,Westmeath,Leinster,Westmeath,Westmeath,Detached house,All bedrooms,,False,False,True
1102.76,2022,1,2022H1,5,Westmeath,Leinster,Athlone,"Athlone, Westmeath",Detached house,All bedrooms,,False,False,False
1045.79,2022,1,2022H1,5,Westmeath,Leinster,Mullingar,"Mullingar, Westmeath",Detached house,All bedrooms,,False,False,False
945.99,2022,1,2022H1,5,Wexford,Leinster,Wexford,Wexford,Detached house,All bedrooms,,False,False,True
864.23,2022,1,2022H1,5,Wexford,Leinster,Enniscorthy,"Enniscorthy, Wexford",Detached house,All bedrooms,,False,False,False
1077.08,2022,1,2022H1,5,Wexford,Leinster,Gorey,"Gorey, Wexford",Detached house,All bedrooms,,False,False,False
838.85,2022,1,2022H1,5,Wexford,Leinster,New Ross,"New Ross, Wexford",Detached house,All bedrooms,,False,False,False
1487.14,2022,1,2022H1,5,Wicklow,Leinster,Wicklow,Wicklow,Detached house,All bedrooms,,False,False,True
1392.85,2022,1,2022H1,5,Wicklow,Leinster,Wicklow Town,Wicklow Town,Detached house,All bedrooms,,False,False,False
1233.82,2022,1,2022H1,5,Wicklow,Leinster,Arklow,"Arklow, Wicklow",Detached house,All bedrooms,,False,False,False
987.49,2022,1,2022H1,5,Carlow,Leinster,Carlow,Carlow,Semi detached house,All bedrooms,,False,False,True
1007.55,2022,1,2022H1,5,Carlow,Leinster,Carlow Town,Carlow Town,Semi detached house,All bedrooms,,False,False,False
977.56,2022,1,2022H1,5,Carlow,Leinster,Tullow,"Tullow, Carlow",Semi detached house,All bedrooms,,False,False,False
811.27,2022,1,2022H1,5,Cavan,Ulster,Cavan,Cavan,Semi detached house,All bedrooms,,False,False,True
865.31,2022,1,2022H1,5,Cavan,Ulster,Cavan Town,Cavan Town,Semi detached house,All bedrooms,,False,False,False
817.9,2022,1,2022H1,5,Cavan,Ulster,Ballyjamesduff,"Ballyjamesduff, Cavan",Semi detached house,All bedrooms,,False,False,False
919.54,2022,1,2022H1,5,Cavan,Ulster,Kingscourt,"Kingscourt, Cavan",Semi detached house,All bedrooms,,False,False,False
958.6,2022,1,2022H1,5,Clare,Munster,Clare,Clare,Semi detached house,All bedrooms,,False,False,True
977.06,2022,1,2022H1,5,Clare,Munster,Ennis,"Ennis, Clare",Semi detached house,All bedrooms,,False,False,False
1262.07,2022,1,2022H1,5,Cork,Munster,Cork,Cork,Semi detached house,All bedrooms,,False,False,True
1453.3,2022,1,2022H1,5,Cork,Munster,Cork City,Cork City,Semi detached house,All bedrooms,,False,True,False
1414.59,2022,1,2022H1,5,Cork,Munster,Ballincollig,"Ballincollig, Cork",Semi detached house,All bedrooms,,False,False,False
1099.75,2022,1,2022H1,5,Cork,Munster,Bandon,"Bandon, Cork",Semi detached house,All bedrooms,,False,False,False
1589.89,2022,1,2022H1,5,Cork,Munster,Bishopstown,"Bishopstown, Cork",Semi detached house,All bedrooms,,False,False,False
1409.76,2022,1,2022H1,5,Cork,Munster,Blackrock,"Blackrock, Cork",Semi detached house,All bedrooms,,False,False,False
1196.84,2022,1,2022H1,5,Cork,Munster,Blarney,"Blarney, Cork",Semi detached house,All bedrooms,,False,False,False
1297.4,2022,1,2022H1,5,Cork,Munster,Carrigaline,"Carrigaline, Cork",Semi detached house,All bedrooms,,False,False,False
1226.84,2022,1,2022H1,5,Cork,Munster,Carrigtwohill,"Carrigtwohill, Cork",Semi detached house,All bedrooms,,False,False,False
877.4,2022,1,2022H1,5,Cork,Munster,Charleville,"Charleville, Cork",Semi detached house,All bedrooms,,False,False,False
1038.33,2022,1,2022H1,5,Cork,Munster,Clonakilty,"Clonakilty, Cork",Semi detached house,All bedrooms,,False,False,False
1174.41,2022,1,2022H1,5,Cork,Munster,Cobh,"Cobh, Cork",Semi detached house,All bedrooms,,False,False,False
1058.72,2022,1,2022H1,5,Cork,Munster,Fermoy,"Fermoy, Cork",Semi detached house,All bedrooms,,False,False,False
1272.93,2022,1,2022H1,5,Cork,Munster,Glanmire,"Glanmire, Cork",Semi detached house,All bedrooms,,False,False,False
967.83,2022,1,2022H1,5,Cork,Munster,Kanturk,"Kanturk, Cork",Semi detached house,All bedrooms,,False,False,False
1552.22,2022,1,2022H1,5,Cork,Munster,Kinsale,"Kinsale, Cork",Semi detached house,All bedrooms,,False,False,False
1002.59,2022,1,2022H1,5,Cork,Munster,Macroom,"Macroom, Cork",Semi detached house,All bedrooms,,False,False,False
1048.7,2022,1,2022H1,5,Cork,Munster,Mallow,"Mallow, Cork",Semi detached house,All bedrooms,,False,False,False
1134.22,2022,1,2022H1,5,Cork,Munster,Midleton,"Midleton, Cork",Semi detached house,All bedrooms,,False,False,False
915.17,2022,1,2022H1,5,Cork,Munster,Skibbereen,"Skibbereen, Cork",Semi detached house,All bedrooms,,False,False,False
936.74,2022,1,2022H1,5,Cork,Munster,Youghal,"Youghal, Cork",Semi detached house,All bedrooms,,False,False,False
727.51,2022,1,2022H1,5,Donegal,Ulster,Donegal,Donegal,Semi detached house,All bedrooms,,False,False,True
702.2,2022,1,2022H1,5,Donegal,Ulster,Ballybofey,"Ballybofey, Donegal",Semi detached house,All bedrooms,,False,False,False
628.09,2022,1,2022H1,5,Donegal,Ulster,Buncrana,"Buncrana, Donegal",Semi detached house,All bedrooms,,False,False,False
788.88,2022,1,2022H1,5,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Semi detached house,All bedrooms,,False,False,False
2088.33,2022,1,2022H1,5,Dublin,Leinster,Dublin,Dublin,Semi detached house,All bedrooms,,True,True,True
1547.98,2022,1,2022H1,5,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",Semi detached house,All bedrooms,,True,True,False
2645.4,2022,1,2022H1,5,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Semi detached house,All bedrooms,,True,True,False
2753.42,2022,1,2022H1,5,Dublin,Leinster,Booterstown,"Booterstown, Dublin",Semi detached house,All bedrooms,,True,True,False
1907.72,2022,1,2022H1,5,Dublin,Leinster,Donabate,"Donabate, Dublin",Semi detached house,All bedrooms,,True,True,False
2454.77,2022,1,2022H1,5,Dublin,Leinster,Dun Laoghaire,"Dun Laoghaire, Dublin",Semi detached house,All bedrooms,,True,True,False
1820.94,2022,1,2022H1,5,Dublin,Leinster,Lucan,"Lucan, Dublin",Semi detached house,All bedrooms,,True,True,False
1481.21,2022,1,2022H1,5,Dublin,Leinster,Lusk,"Lusk, Dublin",Semi detached house,All bedrooms,,True,True,False
2462.89,2022,1,2022H1,5,Dublin,Leinster,Malahide,"Malahide, Dublin",Semi detached house,All bedrooms,,True,True,False
1750.99,2022,1,2022H1,5,Dublin,Leinster,Rush,"Rush, Dublin",Semi detached house,All bedrooms,,True,True,False
1967.76,2022,1,2022H1,5,Dublin,Leinster,Saggart,"Saggart, Dublin",Semi detached house,All bedrooms,,True,True,False
1619.15,2022,1,2022H1,5,Dublin,Leinster,Skerries,"Skerries, Dublin",Semi detached house,All bedrooms,,True,True,False
2487.13,2022,1,2022H1,5,Dublin,Leinster,Stillorgan,"Stillorgan, Dublin",Semi detached house,All bedrooms,,True,True,False
1716.26,2022,1,2022H1,5,Dublin,Leinster,Swords,"Swords, Dublin",Semi detached house,All bedrooms,,True,True,False
2476.95,2022,1,2022H1,5,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Semi detached house,All bedrooms,,True,True,False
1935.86,2022,1,2022H1,5,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Semi detached house,All bedrooms,,True,True,False
3163.4,2022,1,2022H1,5,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Semi detached house,All bedrooms,,True,True,False
3214.26,2022,1,2022H1,5,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",Semi detached house,All bedrooms,,True,True,False
2888.22,2022,1,2022H1,5,Dublin,Leinster,Sandymount,"Sandymount, Dublin 4",Semi detached house,All bedrooms,,True,True,False
1933.45,2022,1,2022H1,5,Dublin,Leinster,Artane,"Artane, Dublin 5",Semi detached house,All bedrooms,,True,True,False
2078.97,2022,1,2022H1,5,Dublin,Leinster,Raheny,"Raheny, Dublin 5",Semi detached house,All bedrooms,,True,True,False
2949.5,2022,1,2022H1,5,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",Semi detached house,All bedrooms,,True,True,False
2336.44,2022,1,2022H1,5,Dublin,Leinster,Rathgar,"Rathgar, Dublin 6",Semi detached house,All bedrooms,,True,True,False
2389.15,2022,1,2022H1,5,Dublin,Leinster,Rathmines,"Rathmines, Dublin 6",Semi detached house,All bedrooms,,True,True,False
2035.58,2022,1,2022H1,5,Dublin,Leinster,Templeogue,"Templeogue, Dublin 6W",Semi detached house,All bedrooms,,True,True,False
2327.08,2022,1,2022H1,5,Dublin,Leinster,Terenure,"Terenure, Dublin 6W",Semi detached house,All bedrooms,,True,True,False
1843.54,2022,1,2022H1,5,Dublin,Leinster,Cabra,"Cabra, Dublin 7",Semi detached house,All bedrooms,,True,True,False
2048.39,2022,1,2022H1,5,Dublin,Leinster,Beaumont,"Beaumont, Dublin 9",Semi detached house,All bedrooms,,True,True,False
2080.01,2022,1,2022H1,5,Dublin,Leinster,Glasnevin,"Glasnevin, Dublin 9",Semi detached house,All bedrooms,,True,True,False
2002.51,2022,1,2022H1,5,Dublin,Leinster,Santry,"Santry, Dublin 9",Semi detached house,All bedrooms,,True,True,False
2192.41,2022,1,2022H1,5,Dublin,Leinster,Whitehall,"Whitehall, Dublin 9",Semi detached house,All bedrooms,,True,True,False
1700.15,2022,1,2022H1,5,Dublin,Leinster,Finglas,"Finglas, Dublin 11",Semi detached house,All bedrooms,,True,True,False
1910.09,2022,1,2022H1,5,Dublin,Leinster,Crumlin,"Crumlin, Dublin 12",Semi detached house,All bedrooms,,True,True,False
1873.96,2022,1,2022H1,5,Dublin,Leinster,Drimnagh,"Drimnagh, Dublin 12",Semi detached house,All bedrooms,,True,True,False
2063.19,2022,1,2022H1,5,Dublin,Leinster,Kimmage,"Kimmage, Dublin 12",Semi detached house,All bedrooms,,True,True,False
2370.68,2022,1,2022H1,5,Dublin,Leinster,Churchtown,"Churchtown, Dublin 14",Semi detached house,All bedrooms,,True,True,False
2785.47,2022,1,2022H1,5,Dublin,Leinster,Clonskeagh,"Clonskeagh, Dublin 14",Semi detached house,All bedrooms,,True,True,False
2733.39,2022,1,2022H1,5,Dublin,Leinster,Goatstown,"Goatstown, Dublin 14",Semi detached house,All bedrooms,,True,True,False
1663.95,2022,1,2022H1,5,Dublin,Leinster,Blanchardstown,"Blanchardstown, Dublin 15",Semi detached house,All bedrooms,,True,True,False
1993.65,2022,1,2022H1,5,Dublin,Leinster,Castleknock,"Castleknock, Dublin 15",Semi detached house,All bedrooms,,True,True,False
1756.94,2022,1,2022H1,5,Dublin,Leinster,Clonee,"Clonee, Dublin 15",Semi detached house,All bedrooms,,True,True,False
1808.53,2022,1,2022H1,5,Dublin,Leinster,Clonsilla,"Clonsilla, Dublin 15",Semi detached house,All bedrooms,,True,True,False
1559.65,2022,1,2022H1,5,Dublin,Leinster,Mulhuddart,"Mulhuddart, Dublin 15",Semi detached house,All bedrooms,,True,True,False
2067.84,2022,1,2022H1,5,Dublin,Leinster,Ballinteer,"Ballinteer, Dublin 16",Semi detached house,All bedrooms,,True,True,False
2389.43,2022,1,2022H1,5,Dublin,Leinster,Dundrum,"Dundrum, Dublin 16",Semi detached house,All bedrooms,,True,True,False
2201.73,2022,1,2022H1,5,Dublin,Leinster,Rathfarnham,"Rathfarnham, Dublin 16",Semi detached house,All bedrooms,,True,True,False
2353.14,2022,1,2022H1,5,Dublin,Leinster,Leopardstown,"Leopardstown, Dublin 18",Semi detached house,All bedrooms,,True,True,False
2199.65,2022,1,2022H1,5,Dublin,Leinster,Sandyford,"Sandyford, Dublin 18",Semi detached house,All bedrooms,,True,True,False
1856.0,2022,1,2022H1,5,Dublin,Leinster,Palmerstown,"Palmerstown, Dublin 20",Semi detached house,All bedrooms,,True,True,False
1634.09,2022,1,2022H1,5,Dublin,Leinster,Clondalkin,"Clondalkin, Dublin 22",Semi detached house,All bedrooms,,True,True,False
2243.98,2022,1,2022H1,5,Dublin,Leinster,Citywest,"Citywest, Dublin 24",Semi detached house,All bedrooms,,True,True,False
1849.91,2022,1,2022H1,5,Dublin,Leinster,Firhouse,"Firhouse, Dublin 24",Semi detached house,All bedrooms,,True,True,False
1803.64,2022,1,2022H1,5,Dublin,Leinster,Tallaght,"Tallaght, Dublin 24",Semi detached house,All bedrooms,,True,True,False
1298.85,2022,1,2022H1,5,Galway,Connacht,Galway,Galway,Semi detached house,All bedrooms,,False,False,True
1485.11,2022,1,2022H1,5,Galway,Connacht,Galway City,Galway City,Semi detached house,All bedrooms,,False,True,False
1146.9,2022,1,2022H1,5,Galway,Connacht,Athenry,"Athenry, Galway",Semi detached house,All bedrooms,,False,False,False
864.63,2022,1,2022H1,5,Galway,Connacht,Ballinasloe,"Ballinasloe, Galway",Semi detached house,All bedrooms,,False,False,False
1266.13,2022,1,2022H1,5,Galway,Connacht,Ballybane,"Ballybane, Galway",Semi detached house,All bedrooms,,False,False,False
1302.82,2022,1,2022H1,5,Galway,Connacht,Ballybrit,"Ballybrit, Galway",Semi detached house,All bedrooms,,False,False,False
1419.0,2022,1,2022H1,5,Galway,Connacht,Barna,"Barna, Galway",Semi detached house,All bedrooms,,False,False,False
1258.05,2022,1,2022H1,5,Galway,Connacht,Doughiska,"Doughiska, Galway",Semi detached house,All bedrooms,,False,False,False
932.49,2022,1,2022H1,5,Galway,Connacht,Gort,"Gort, Galway",Semi detached house,All bedrooms,,False,False,False
1326.21,2022,1,2022H1,5,Galway,Connacht,Headford,"Headford, Galway",Semi detached house,All bedrooms,,False,False,False
1012.4,2022,1,2022H1,5,Galway,Connacht,Loughrea,"Loughrea, Galway",Semi detached house,All bedrooms,,False,False,False
1157.0,2022,1,2022H1,5,Galway,Connacht,Oranmore,"Oranmore, Galway",Semi detached house,All bedrooms,,False,False,False
1010.33,2022,1,2022H1,5,Galway,Connacht,Tuam,"Tuam, Galway",Semi detached house,All bedrooms,,False,False,False
877.05,2022,1,2022H1,5,Kerry,Munster,Kerry,Kerry,Semi detached house,All bedrooms,,False,False,True
899.87,2022,1,2022H1,5,Kerry,Munster,Kenmare,"Kenmare, Kerry",Semi detached house,All bedrooms,,False,False,False
1011.38,2022,1,2022H1,5,Kerry,Munster,Killarney,"Killarney, Kerry",Semi detached house,All bedrooms,,False,False,False
766.85,2022,1,2022H1,5,Kerry,Munster,Listowel,"Listowel, Kerry",Semi detached house,All bedrooms,,False,False,False
869.25,2022,1,2022H1,5,Kerry,Munster,Tralee,"Tralee, Kerry",Semi detached house,All bedrooms,,False,False,False
1483.67,2022,1,2022H1,5,Kildare,Leinster,Kildare,Kildare,Semi detached house,All bedrooms,,False,False,True
1226.67,2022,1,2022H1,5,Kildare,Leinster,Kildare Town,Kildare Town,Semi detached house,All bedrooms,,False,False,False
1116.89,2022,1,2022H1,5,Kildare,Leinster,Athy,"Athy, Kildare",Semi detached house,All bedrooms,,False,False,False
1577.75,2022,1,2022H1,5,Kildare,Leinster,Celbridge,"Celbridge, Kildare",Semi detached house,All bedrooms,,False,False,False
1362.0,2022,1,2022H1,5,Kildare,Leinster,Clane,"Clane, Kildare",Semi detached house,All bedrooms,,False,False,False
1682.39,2022,1,2022H1,5,Kildare,Leinster,Leixlip,"Leixlip, Kildare",Semi detached house,All bedrooms,,False,False,False
1746.76,2022,1,2022H1,5,Kildare,Leinster,Maynooth,"Maynooth, Kildare",Semi detached house,All bedrooms,,False,False,False
1236.42,2022,1,2022H1,5,Kildare,Leinster,Monasterevin,"Monasterevin, Kildare",Semi detached house,All bedrooms,,False,False,False
1650.44,2022,1,2022H1,5,Kildare,Leinster,Naas,"Naas, Kildare",Semi detached house,All bedrooms,,False,False,False
